x,y
379429.6017,4202855.811
379433.7202,4202788.288
379428.8924,4202689.572
379385.0891,4202691.667
379344.2366,4202714.989
379305.4108,4202679.123
379336.6608,4202627.206
379317.8822,4202552.234
379403.9376,4202548.655
379310.4205,4202460.972
379243.49,4202491.226
379285.9811,4202573.605
379384.0205,4202661.851
379341.116,4202605.241
379370.3396,4202576.656
379326.5221,4202518.977
379370.8391,4202432.266
379395.0776,4202432.745
379410.1356,4202444.763
379353.4681,4202507.933
379411.7152,4202504.254
379470.0965,4202547.431
379393.3269,4202447.789
379479.5954,4202353.008
379513.0261,4202415.28
379566.3743,4202322.536
379582.6532,4202304.544
379518.7541,4202391.64
379418.776,4202414.845
379447.8925,4202401.912
379407.9692,4202369.146
379476.1495,4202439.499
379407.4594,4202410.871
379353.7032,4202324.935
379302.7963,4202374.249
379278.9273,4202473.561
379262.2974,4202461.917
379361.6703,4202514.141
379374.7066,4202510.253
379459.8925,4202422.649
379359.9257,4202441.941
379396.4198,4202409.036
379399.7463,4202319.273
379313.7693,4202360.73
379216.2126,4202388.192
379313.2423,4202314.269
379382.4036,4202332.695
379452.6399,4202343.878
379413.1396,4202247.241
379488.1601,4202231.6
379495.3191,4202209.959
379588.3687,4202153.43
379684.6439,4202213.783
379697.9617,4202132.134
379716.1957,4202144.424
379760.2189,4202051.485
379768.677,4201961.767
379751.9995,4201993.082
379660.4245,4202004.484
379622.6063,4202043.66
379584.7448,4202103.96
379513.2161,4202173.162
379484.5142,4202269.578
379535.7006,4202332.022
379566.0604,4202366.492
379629.4222,4202312.887
379726.2222,4202799.632
379706.5009,4202840.807
379793.831,4202932.199
379801.0784,4203030.211
379706.1005,4203006.531
379683.3628,4202930.91
379612.3766,4202945.094
379690.6822,4202922.451
379667.8228,4202976.704
379651.2329,4203016.892
379571.7069,4203006.931
379604.822,4202955.264
379562.0474,4202959.648
379558.1081,4202944.012
379473.5393,4202916.389
379492.7943,4202993.759
379392.9219,4202918.231
379313.2851,4202877.599
379238.6889,4202880.62
379260.1694,4202791.656
379245.5927,4202882.145
379206.0243,4202905.509
379235.1819,4202825.712
379269.5643,4202879.744
379345.6542,4202944.074
379362.9061,4202992.263
379406.2572,4203013.743
379315.7276,4203005.198
379413.7722,4203064.576
379448.2321,4203124.658
379463.449,4203206.802
379539.7544,4203252.922
379503.8117,4203185.009
379435.2729,4203252.376
379406.539,4203348.652
379360.5856,4203426.85
379456.7115,4203455.905
379502.7747,4203507.134
379509.1685,4203597.141
379436.4221,4203557.213
379522.7868,4203654.334
379541.9563,4203648.724
379587.3498,4203699.94
379510.5141,4203707.41
379571.7862,4203673.448
379589.977,4203693.937
379517.9809,4203691.3
379508.1641,4203632.673
379426.3038,4203543.036
379395.5755,4203491.038
379354.713,4203443.236
379272.1504,4203347.383
379340.2926,4203391.584
379365.5081,4203316.049
379330.7847,4203326.105
379427.2359,4203292.21
379475.4285,4203351.68
379538.7486,4203268.936
379602.0922,4203259.995
379572.5645,4203290.481
379647.8644,4203320.664
379597.9245,4203276.928
379607.9808,4203309.079
379654.0952,4203234.187
379582.1268,4203261.295
379580.521,4203165.418
379590.536,4203188.711
379673.7713,4203214.108
379685.871,4203227.463
379765.8967,4203250.54
379755.2313,4203242.77
379759.6411,4203320.841
379784.9374,4203251.171
379841.3051,4203260.221
379826.6922,4203335.69
379759.8226,4203319.711
379734.8722,4203360.075
379741.3099,4203310.109
379720.3809,4203329.291
379759.7123,4203310.682
379771.0295,4203223.818
379843.1274,4203306.103
379802.592,4203360.567
379898.6678,4203287.865
379965.9441,4203287.362
380019.3745,4203292.737
380017.6049,4203244.859
380109.9935,4203234.324
380208.3936,4203254.445
380115.4097,4203211.773
380117.7153,4203308.907
380060.8746,4203226.129
380135.285,4203247.135
380234.4334,4203254.555
380214.7486,4203298.616
380156.0706,4203206.89
380159.1969,4203161.938
380176.5773,4203105.403
380110.9633,4203087.512
382446.7935,4203083.381
382416.2494,4203148.541
382429.4467,4203186.684
382490.6569,4203174.121
382575.8577,4203255.33
382589.2058,4203250.751
382642.4664,4203154.905
382549.8405,4203081.252
382628.3324,4202999.737
382599.492,4203099.209
382578.927,4203059.475
382668.9799,4203031.728
382626.305,4203117.799
382654.6717,4203138.153
382664.0294,4203188.612
382632.1395,4203240.893
382707.4101,4203324.929
382771.5513,4203316.358
382868.6322,4203333.847
382790.8803,4203389.192
382700.1137,4203448.559
382795.3882,4203502.585
382703.4439,4203413.033
382746.4707,4203451.206
382743.5782,4203408.311
382661.9755,4203482.404
382591.3011,4203424.478
382582.437,4203506.624
382586.632,4203432.812
382495.6908,4203411.171
382515.1267,4203453.377
382501.1825,4203533.4
382433.5326,4203545.457
382371.0052,4203571.67
382402.4852,4203532.021
382484.5333,4203517.068
382438.0094,4203495.245
382425.0327,4203416.298
382376.161,4203366.683
382351.4277,4203359.049
382307.8996,4203457.136
382254.338,4203410.457
382311.5414,4203425.897
382363.7393,4203508.335
382321.8614,4203492.678
382223.3159,4203525.72
382251.6113,4203474.804
382301.7783,4203428.248
382262.0985,4203366.263
382320.5939,4203356.381
382265.0133,4203453.384
382326.2874,4203426.703
382251.5253,4203474.032
382342.9467,4203522.319
382343.0652,4203423.352
382278.1568,4203499.36
382202.4168,4203457.478
382244.8,4203481.908
382158.9121,4203534.148
382116.3721,4203483.384
382150.6791,4203400.758
382148.8822,4203311.95
382094.0481,4203363.137
382186.4199,4203371.439
382195.5342,4203323.726
382282.9457,4203229.876
382342.2241,4203194.237
382284.5248,4203162.336
382202.9311,4203123.561
382196.3,4203026.945
382226.4977,4203121.169
382160.6677,4203187.572
382165.7158,4203166.65
382150.1019,4203234.808
382052.4298,4203214.914
382096.9133,4203171.046
382159.3168,4203082.344
382072.4748,4203052.56
382043.7623,4202982.027
382072.8504,4202928.097
382116.25,4202933.478
382062.4583,4202990.921
382000.8431,4203001.153
382081.1969,4203100.518
381990.4676,4203197.916
381912.8886,4203244.045
381978.1891,4203238.249
381991.5285,4203253.408
382054.9181,4203212.703
382010.1654,4203198.782
381997.5344,4203153.266
382023.95,4203143.288
382050.1544,4203088.604
382115.4056,4203041.02
382016.8679,4202958.049
382037.3252,4202920.513
382006.6128,4203020.516
382087.0624,4203063.867
382116.3757,4203036.198
379135.3194,4203458.627
379040.7065,4203501.962
378991.186,4203581.997
379067.5867,4203495.463
379002.8397,4203432.773
379022.9658,4203482.934
378992.0356,4203524.333
379048.426,4203441.478
379016.792,4203344.71
378961.9969,4203364.094
378911.4504,4203446.348
379001.888,4203381.38
378985.9707,4203429.815
378894.459,4203418.158
378922.7911,4203370.477
378956.9294,4203287.606
379004.1191,4203387.897
379013.4752,4203420.923
379002.8591,4203518.077
378991.0606,4203454.355
378893.3661,4203415.48
378868.8456,4203504.917
378887.9176,4203461.016
378894.133,4203451.479
378818.4651,4203471.496
378759.6611,4203391.95
378818.0132,4203335.092
378826.1025,4203364.318
378731.1093,4203435.679
378737.5505,4203420.088
378723.6756,4203471.543
378744.6809,4203529.74
378825.8271,4203577.897
378826.8322,4203521.964
378834.0563,4203443.333
378893.4041,4203451.737
378897.6863,4203498.073
378993.9161,4203525.517
378939.0119,4203474.887
378902.2143,4203559.965
378809.5672,4203626.254
378881.0514,4203597.685
378886.489,4203583.805
378844.5895,4203605.91
378765.6402,4203597.977
378777.1019,4203596.179
378803.2579,4203559.206
378751.694,4203503.33
378727.7629,4203509.532
378703.9117,4203462.924
378762.4095,4203557.099
378727.5042,4203607.585
378685.8431,4203525.945
378670.0346,4203558.405
378630.0829,4203611.582
378636.2654,4203565.949
378709.2664,4203549.991
378710.3492,4203564.029
378670.7323,4203613.278
378658.119,4203697.394
378736.5016,4203794.436
378672.8229,4203706.608
378765.0295,4203725.721
378691.1295,4203662.885
378665.2782,4203562.99
378712.4544,4203489.187
378706.9104,4203457.42
378611.1723,4203469.747
378530.377,4203526.781
378566.7054,4203482.916
378578.1758,4203475.157
378557.4176,4203548.538
378631.8915,4203567.545
378593.9078,4203626.563
378602.4061,4203601.934
378669.8805,4203610.163
378704.1882,4203656.394
378780.4634,4203728.527
378836.6647,4203644.747
378777.9942,4203741.088
378731.1409,4203644.322
378807.273,4203675.604
378842.6896,4203735.829
378774.0615,4203648.968
378835.2992,4203668.379
378780.7799,4203752.599
378747.0014,4203764.768
378770.2457,4203725.814
378845.6952,4203738.045
378749.1095,4203730.191
378813.2069,4203630.247
378808.3919,4203652.659
378758.6915,4203623.822
378782.7803,4203723.112
378883.1866,4203769.581
378931.543,4203825.753
378862.75,4203882.03
378816.1249,4203800.078
378796.532,4203758.376
379519.7719,4203595.717
379522.9015,4203618.947
379434.1059,4203519.98
379492.3275,4203572.239
379412.4926,4203636.521
379316.8912,4203626.801
379299.2267,4203710.805
379267.68,4203693.134
379276.1064,4203612.598
379334.3685,4203604.953
379307.7783,4203576.302
379222.8181,4203595.503
379198.0331,4203685.93
379235.517,4203673.421
379276.5889,4203688.74
379344.6131,4203762.877
379319.7023,4203674.898
379342.028,4203605.306
379376.2544,4203512.684
379441.3361,4203547.838
379444.3802,4203607.888
379515.4748,4203600.236
379479.7085,4203671.641
379538.8551,4203602.983
379585.9903,4203551.445
379652.2246,4203602.613
379728.4519,4203684.011
379725.7065,4203723.452
379711.8974,4203821.729
379760.3446,4203776.086
379687.5213,4203773.173
379620.8042,4203739.199
379577.1728,4203797.526
379556.4013,4203840.717
379559.739,4203887.857
379601.1856,4203919.258
379590.3194,4203882.397
379520.8104,4203840.535
379513.2056,4203882.744
379557.3978,4203979.942
379611.5147,4203950.234
379608.6209,4203910.693
379578.9454,4203851.917
379595.03,4203825.158
379577.3452,4203758.332
379585.8206,4203764.773
379600.1343,4203719.781
379590.168,4203622.817
379643.5244,4203574.216
379701.9891,4203674.661
379696.0054,4203694.778
379664.1967,4203694.123
379680.6211,4203652.521
379593.7987,4203616.946
379668.9384,4203647.956
379735.9946,4203748.119
379658.1706,4203695.202
379611.6647,4203776.579
379584.0194,4203788.82
379662.3184,4203855.279
379669.3219,4203813.771
379694.7572,4203890.982
379783.8075,4203991.116
379684.9213,4203932.282
379782.9446,4203982.515
379806.3375,4204075.552
379772.4356,4204150.848
379824.8842,4204100.865
379877.3816,4204105.904
379924.5753,4204051.919
379991.7308,4203952.028
379992.9689,4203903.142
379986.4056,4203897.232
380021.5975,4203964.316
380085.8426,4204025.529
380095.2815,4203973.957
380058.6468,4204029.428
379960.1398,4204118.82
379964.5532,4204110.037
379977.726,4204058.303
380010.8855,4203995.631
379948.348,4204039.653
379965.4159,4203962.049
379936.6241,4204044.474
379925.894,4204114.854
379935.0957,4204152.084
380001.2572,4204079.579
380026.4642,4204014.963
379987.4932,4203967.171
379993.8024,4203881.331
380069.2339,4203788.822
380156.5768,4203818.005
380257.0349,4203917.21
380226.4919,4203999.382
380248.8782,4204063.697
380270.3309,4204125.964
380208.3949,4204203.371
380219.785,4204118.58
380131.2393,4204133.87
380782.7366,4200818.162
380711.0349,4200861.645
380715.3161,4200792.681
380721.5968,4200757.785
380805.7512,4200723.906
380858.0766,4200671.996
380840.2787,4200762.213
380809.4625,4200708.3
380749.5823,4200717.608
380802.987,4200631.065
380778.2155,4200672.401
380839.359,4200701.563
380939.64,4200779.629
380840.6569,4200828.124
380811.0811,4200858.43
380909.4323,4200806.64
380995.4954,4200840.681
381066.8437,4200748.828
381083.9857,4200668.98
381081.2614,4200619.455
381140.7319,4200716.93
381063.1196,4200750.225
381016.5833,4200804.586
381040.6018,4200771.868
381024.9821,4200711.977
380958.4233,4200769.047
380894.7886,4200861.463
380938.0729,4200906.542
381001.1085,4200839.937
381034.2865,4200770.953
380960.5337,4200773.277
380863.559,4200721.498
380808.0139,4200674.743
380900.2248,4200660.022
380855.6277,4200691.237
380864.7404,4200657.496
380832.9396,4200596.846
380748.3357,4200591.328
380704.8207,4200551.492
380637.9394,4200553.748
380626.3167,4200634.156
380696.708,4200675.579
380703.9762,4200627.076
380776.1575,4200563.334
380818.3146,4200521.824
380886.7805,4200438.215
380857.1818,4200466.414
380945.4824,4200504.835
380937.6923,4200512.307
380979.1668,4200513.793
380937.5654,4200470.052
380891.0338,4200407.153
380922.2324,4200466.29
380993.2549,4200438.768
380972.4905,4200450.133
381054.5025,4200388.394
381013.5383,4200434.821
381067.6147,4200498.297
381145.8323,4200497.379
381068.8671,4200557.653
381108.0629,4200628.014
381103.3532,4200533.022
381043.6448,4200567.337
381023.0721,4200654.669
381070.5655,4200555.893
380978.9885,4200647.108
381075.415,4200654.578
381077.7732,4200676.582
381173.1403,4200749.87
381082.5578,4200745.354
381050.7957,4200800.712
381063.1862,4200785.793
381155.2768,4200746.278
381101.4759,4200716.533
381180.7149,4200661.702
381111.9443,4200671.796
381082.0255,4200695.87
381149.0863,4200713.278
381115.312,4200618.317
381115.5925,4200554.443
381198.9459,4200532.661
381154.3104,4200487.952
381106.4213,4200411.161
381178.8087,4200343.525
381242.1889,4200245.894
381329.5109,4200226.195
381291.6104,4200207.221
381353.9528,4200260.414
381377.3232,4200243.554
381345.4871,4200293.041
381252.5558,4200304.227
381178.7499,4200283.436
381134.7549,4200308.456
381180.0679,4200344.781
381197.5121,4200325.907
381176.598,4200269.066
381185.9267,4200222.145
381257.2425,4200163.614
381181.6709,4200166.929
381230.7181,4201156.591
381225.74,4201235.84
381300.8788,4201169.969
381401.2253,4201177.182
381375.699,4201236.584
381363.9962,4201255.889
381448.0921,4201315.052
381364.2683,4201410.182
381450.3454,4201311.309
381540.707,4201365.669
381447.8738,4201435.782
381450.1972,4201463.041
381432.2052,4201379.318
381408.5327,4201309.376
381440.5569,4201355.674
381437.7669,4201413.122
381351.7787,4201371.403
381334.068,4201359.614
381343.3202,4201405.665
381419.522,4201415.672
381428.8748,4201390.779
381491.3324,4201414.867
381489.3989,4201450.886
381482.4864,4201472.033
381404.5123,4201426.227
381471.7701,4201456.274
381534.2341,4201488.46
381608.4944,4201515.795
381691.9124,4201481.919
381593.0583,4201496.026
381576.2242,4201417.128
381539.5743,4201375.134
381519.58,4201336.277
381535.0762,4201383.56
381455.5436,4201458.645
381549.7774,4201378.031
381489.967,4201281.12
381529.0583,4201330.404
381610.4636,4201259.828
381674.4872,4201292.143
381721.6731,4201241.164
381715.8875,4201208.482
381658.2378,4201267.685
381630.7124,4201274.851
381696.9647,4201233.952
381673.4037,4201163.096
381717.6784,4201137.365
381728.7418,4201073.552
381816.9224,4201048.892
381765.28,4201004.385
381682.6496,4201068.537
381654.8804,4201099.703
381617.999,4201176.063
381684.2523,4201259.158
381614.5294,4201327.289
381685.6029,4201422.646
381655.0705,4201405.018
381669.1369,4201459.373
381741.4297,4201404.836
381650.619,4201383.281
381587.9119,4201459.649
381685.0194,4201398.103
381782.3078,4201474.169
381814.4057,4201442.457
381795.6467,4201368.682
381747.8615,4201409.947
381679.3218,4201498.032
381587.4516,4201583.036
381654.7217,4201520.521
381634.7427,4201534.562
381634.1164,4201514.883
381655.2814,4201486.299
381595.3386,4201464.728
381535.6635,4201391.058
381465.7766,4201476.238
381412.208,4201532.27
381426.2809,4201467.726
381409.4704,4201444.144
381381.9611,4201480.287
381416.4166,4201447.441
381499.8544,4201490.639
381456.1517,4201466.093
381376.1755,4201471.245
381368.4638,4201418.411
381356.677,4201473.74
381373.8508,4201510.981
381314.0489,4201477.432
381366.2559,4201557.487
381391.4487,4201582.685
381432.5794,4201486.819
381485.6337,4201467.848
381564.0155,4201373.977
381515.2459,4201365.157
381488.6768,4201352.54
381391.0371,4201336.003
381461.096,4201239.377
381420.5364,4201248.638
381438.5755,4201299.792
381537.894,4201210.918
381449.0249,4201083.27
381484.3918,4201180.704
381468.5597,4201091.151
381459.7725,4201156.376
381370.8839,4201164.668
381350.2376,4201084.689
381316.656,4201170.144
381273.0054,4201225.192
381274.3888,4201301.571
381354.3954,4201332.039
381296.6638,4201319.091
381364.9171,4201273.1
381463.9637,4201281.304
381390.0321,4201249.414
381310.3154,4201244.417
381313.8138,4201284.81
381395.929,4201253.939
381481.1666,4201251.986
381482.4497,4201153.336
381520.9353,4201216.633
381606.2487,4201256.933
381689.316,4201289.021
381733.6614,4201316.395
381750.1464,4201356.654
381831.4566,4201280.127
381780.4749,4201376.269
381870.7947,4201322.586
381904.0909,4201333.802
381992.4157,4201384.838
381908.5994,4201461.135
381962.0187,4201549.416
381929.331,4201461.752
381870.7986,4201530.822
381783.2161,4201557.954
381842.2482,4201485.322
381933.3836,4201544.622
381909.6857,4201622.66
381880.061,4201683.733
381963.1794,4201671.891
381967.5656,4201651.291
382016.9186,4201655.423
382030.3703,4201596.83
382028.7535,4201684.053
381971.1917,4201713.526
382037.3559,4201740.546
382135.4524,4201817.692
382231.859,4201868.823
382185.0257,4201918.927
382129.493,4201933.222
382196.8671,4201877.695
382183.996,4201849.162
382093.0224,4201755.18
382106.0283,4201657.33
382039.4987,4201750.746
381964.7364,4201825.219
382024.186,4201910.502
381942.2844,4201853
382028.3635,4201952.444
382069.3987,4201964.857
382069.865,4201889.089
382083.3261,4201816.402
382131.4193,4201844.674
382225.9059,4201842.828
382264.2779,4201751.092
382275.5232,4201741.35
382261.6517,4201836.617
382252.9191,4201790.051
382261.1609,4201885.247
382335.4118,4201831.334
382426.8912,4201802.781
382334.22,4201841.886
382327.5592,4201859.909
382400.9019,4201781.129
382365.3503,4201736.205
382351.8288,4201817.656
382303.9643,4201883.986
382382.3659,4201799.022
382290.4505,4201853.182
382231.5877,4201816.582
382273.8849,4201819.65
382263.0874,4201800.797
382242.2666,4201830.799
382324.2927,4201798.217
382247.4308,4201804.491
382192.448,4201901.852
382103.7901,4201981.233
382186.0839,4201909.577
382172.3117,4201843.691
382224.5084,4201772.127
382320.8394,4201732.564
382373.2697,4201801.751
382422.4126,4201771.078
382522.8276,4201695.474
382556.9461,4201769.897
382471.0876,4201838.939
382440.5527,4201756.336
382471.5953,4201824.779
382407.6391,4201893.244
382443.9409,4201971.627
382273.6277,4201491.863
382360.8454,4201415.068
382262.3181,4201470.118
382234.8146,4201555.174
382168.9872,4201518.309
382215.3932,4201589.505
382116.6957,4201623.867
382057.8048,4201659.992
382100.8537,4201676.243
382096.3306,4201593.72
382045.7842,4201688.948
382044.1977,4201608.088
382023.4299,4201703.206
381944.5756,4201760.594
381944.9472,4201733.802
382007.9756,4201795.124
382052.1389,4201729.491
381984.5873,4201629.565
381928.6375,4201571.659
381882.6407,4201588.723
381927.8341,4201496.885
381835.9156,4201433.028
381861.9763,4201529.205
381929.4602,4201500.545
381862.7887,4201435.949
381957.8865,4201507.964
381994.1524,4201422.373
381897.3876,4201396.729
381955.7383,4201431.756
381916.0377,4201387.92
381920.403,4201317.177
381982.9012,4201317.406
381984.0047,4201244.585
382071.1168,4201304.757
382101.2829,4201261.914
382064.458,4201237.354
382030.515,4201267.757
382038.9582,4201170.15
381959.2936,4201225.564
382035.7402,4201260.568
382023.7608,4201260.995
382021.7936,4201346.074
382106.2809,4201311.378
382116.4505,4201325.76
382074.5358,4201228.913
382007.6407,4201171.379
382047.8748,4201103.457
382068.2258,4201147.522
382137.3835,4201076.947
382044.4252,4201166.067
382031.8939,4201251.49
382123.2243,4201178.669
382076.6912,4201260.098
382057.9145,4201167.361
382133.0645,4201152.837
382133.3148,4201058.1
382232.7687,4201084.337
382231.0389,4201118.469
382267.4016,4201157.629
382350.7047,4201071.703
382366.8334,4201139.857
382379.8885,4201202.921
382389.1595,4201214.297
382325.2022,4201265.328
382244.2757,4201240.533
382221.2926,4201209.64
382244.7887,4201150.972
382307.8003,4201054.26
382402.2883,4200998.729
382402.6928,4200900.873
382339.7311,4200875.256
382400.01,4200957.557
382363.4214,4200915.038
382263.7234,4200944.478
382294.2186,4201034.641
382384.3154,4200981.995
382376.5587,4201017.261
382332.744,4201033.579
382281.911,4200977.838
382247.9441,4201038.227
382261.3467,4201093.511
382274.6179,4201187.935
382194.8918,4201170.203
382171.3367,4201082.643
382077.4445,4201039.678
382024.497,4201070.741
382105.6866,4201012.804
382192.952,4200927.851
382234.9985,4200858.084
382274.341,4200939.567
382247.6877,4200845.907
382230.0912,4200748.094
382268.0948,4200791.492
382269.5455,4200753.685
382247.7364,4200730.02
382185.7942,4200688.402
382231.1826,4200619.483
382133.2473,4200600.951
382083.2906,4200602.32
381284.0596,4201786.575
381297.4567,4201859.636
381327.5256,4201815.869
381373.7925,4201792.273
381426.0477,4201828.531
381455.2502,4201817.997
381432.3484,4201771.316
381415.8056,4201854.424
381502.9919,4201760.797
381572.053,4201729.291
381510.2565,4201645.775
381446.5456,4201681.24
381459.8467,4201657.272
381429.9667,4201626.677
381452.9668,4201641.056
381440.2334,4201579.519
381539.3428,4201493.769
381500.3994,4201559.009
381545.6654,4201480.202
381536.7351,4201560.622
381509.9634,4201592.106
381517.3117,4201657.157
381538.773,4201607.251
381588.963,4201626.532
381637.14,4201654.583
381683.3104,4201652.945
381583.775,4201664.051
381651.0174,4201730.161
381648.3365,4201745.624
381615.3629,4201709.831
381613.801,4201786.934
381700.2001,4201721.267
381784.5901,4201642.719
381740.9774,4201689.052
381712.0296,4201628.336
381700.4667,4201612.829
381760.4756,4201685.323
381727.697,4201752.578
381776.9201,4201847.044
381717.0432,4201816.091
381618.1293,4201851.328
381586.1481,4201880.508
381559.375,4201841.766
381651.5537,4201883.95
381677.9878,4201857.163
381679.4394,4201806.422
381654.8972,4201724.841
381631.0542,4201764.982
381636.3502,4201862.364
381631.7359,4201810.688
381713.9239,4201759.187
381699.1765,4201838.452
381781.3441,4201789.78
381779.3473,4201734.197
381861.742,4201686.399
381792.1682,4201625.709
381757.6641,4201682.837
381727.697,4201751.926
381676.0818,4201729.284
381625.3107,4201798.321
381715.3911,4201723.783
381649.5784,4201642.867
381651.6582,4201710.106
381651.7719,4201713.262
381636.043,4201716.708
381653.2856,4201686.739
381619.3171,4201736.021
381574.5608,4201729.23
381560.959,4201777.3
381567.2495,4201683.773
381564.3845,4201736.129
381640.7035,4201827.215
381737.8576,4201919.607
381687.1967,4201937.874
381660.3462,4201959.239
381705.7492,4202022.561
381679.1073,4201968.8
381652.1527,4201948.238
381646.5046,4201972.734
381704.7617,4201997.763
381729.0151,4202022.149
381794.4638,4201992.293
381773.8266,4201991.593
381680.2038,4202079.647
381678.5795,4202127.705
381750.9573,4202161.86
381704.1925,4202131.245
381759.2251,4202212.457
381818.7151,4202236.931
381908.1521,4202230.349
381929.315,4202263.379
382010.3594,4202195.641
381931.6604,4202247.009
381887.8739,4202338.475
381810.9465,4202373.854
381800.3304,4202350.857
381776.7131,4202323.195
381694.1234,4202258.354
381789.3196,4202223.521
379695.8441,4201954.04
379632.3117,4201876.298
379596.8,4201888.598
379504.8854,4201888.827
379467.3829,4201895.048
379559.6301,4201966.147
379580.669,4202024.528
379613.1584,4202103.774
379680.4118,4202194.946
379746.7551,4202120.98
379684.0312,4202181.434
379669.3547,4202228.459
379621.5813,4202173.804
379613.0407,4202114.983
379639.261,4202114.288
379585.7029,4202185.632
379506.7524,4202202.882
379466.7993,4202116.07
379493.8833,4202053.078
379497.0894,4202041.301
379523.469,4202138.538
379593.6633,4202124.56
379548.6826,4202043.796
379604.0622,4202069.143
379542.1676,4202084.42
379543.2236,4202130.44
379579.3478,4202200.9
379559.5145,4202232.907
379628.6691,4202256.923
379545.8647,4202229.383
379493.2658,4202190.727
379402.2832,4202202.742
379435.7107,4202240.911
379459.0856,4202150.003
379499.4775,4202198.345
379408.5304,4202193.661
379452.814,4202252.925
379533.27,4202192.127
379453.5214,4202193.193
379441.5347,4202241.324
379378.001,4202245.444
379279.3875,4202296.535
379358.4358,4202371.629
379435.6893,4202448.057
379454.151,4202523.14
379501.2778,4202489.586
379473.3028,4202586.594
379496.6409,4202593.679
379568.0551,4202531.834
379555.5152,4202632.087
379637.6142,4202712.381
379568.9102,4202756.584
379589.3726,4202682.905
379552.8327,4202715.19
379601.9967,4202679.411
379612.0593,4202744.575
379637.3736,4202752.859
379661.7985,4202807.923
379602.9916,4202720.149
379594.4604,4202815.223
379627.7521,4202833.636
379551.8124,4202767.676
379454.0652,4202771.837
379374.4129,4202812.898
379364.862,4202841.293
379299.0297,4202830.31
379352.0613,4202746.685
379286.3886,4202652.744
379197.4014,4202654.092
379207.4816,4202592.407
379235.7097,4202651.492
379173.9041,4202612.9
379137.9957,4202666.049
379157.2713,4202593.415
379092.2929,4202595.909
378993.509,4202658.315
379004.7353,4202620.487
379020.7956,4202699.723
378947.1915,4202758.814
378920.6461,4202765.146
378851.8811,4202859.302
378942.0426,4202785.457
378926.2409,4202728.611
378932.2742,4202666.785
379024.3637,4202654.069
379045.7807,4202629.359
378972.1236,4202682.69
379031.5949,4202771.026
378987.9821,4202674.041
379071.4489,4202582.306
379169.7659,4202571.537
379107.8581,4202498.716
379060.0185,4202469.8
378998.2529,4202542.287
379072.7296,4202502.762
379141.8232,4202521.853
379188.1536,4202497.052
379101.5431,4202529.214
379147.6238,4202627.537
380975.6794,4202656.806
380968.7632,4202589.148
380928.1568,4202647.27
380944.2974,4202616.531
380889.3021,4202563.533
380979.3158,4202663.619
380954.4461,4202597.709
380960.8601,4202630.085
380916.0742,4202629.309
380860.3583,4202689.727
380885.7542,4202651.737
380970.0112,4202630.764
380961.1728,4202541.015
380950.1877,4202621.223
380862.477,4202616.391
380799.625,4202615.86
380795.9958,4202554.081
380832.0877,4202654.134
380908.5223,4202749.256
380839.6605,4202781.675
380806.1168,4202842.116
380852.3385,4202804.526
380838.4707,4202714.021
380852.5064,4202785.299
380872.8784,4202818.399
380833.0064,4202852.817
380852.3658,4202767.958
380921.6292,4202790.127
381011.0742,4202880.39
380983.2813,4202826.69
381073.4147,4202897.77
381035.7021,4202861.25
380988.9396,4202829.499
381020.1276,4202821.789
380936.4299,4202770.885
381014.5708,4202759.984
380916.0632,4202696.353
380919.2913,4202636.69
380836.5328,4202713.884
380844.997,4202709.986
380830.0499,4202702.071
380782.3322,4202657.32
380760.5667,4202638.431
380857.699,4202672.53
380758.0821,4202741.923
380731.1576,4202700.191
380657.3903,4202608.661
380732.4785,4202571.79
380715.5245,4202643.047
380776.9452,4202712.281
380857.0186,4202722.3
380832.3743,4202769.797
380766.6426,4202716.195
380693.049,4202656.301
380627.2218,4202663.483
380616.3408,4202579.652
380539.8072,4202565.74
380573.9753,4202557.026
380646.071,4202647.367
380608.1731,4202723.39
380650.5389,4202750.583
380553.7364,4202834.083
380499.2357,4202906.35
380567.504,4202847.526
380470.8939,4202915.982
380470.3757,4202846.006
380445.5282,4202841.057
380465.6409,4202796.41
380405.8939,4202708.781
380376.2896,4202728.849
380432.6929,4202759.942
380504.1334,4202849.972
380589.39,4202756.222
380557.444,4202794.652
380519.7414,4202833.823
380528.8489,4202829.858
380458.0403,4202730.273
380519.4053,4202725.422
380582.7028,4202656.488
380646.0854,4202686.865
380691.435,4202746.262
380747.8269,4202828.483
380697.0392,4202814.726
380688.5168,4202784.882
380629.741,4202692.202
380720.1622,4202750.472
380676.5539,4202725.826
380631.7435,4202785.01
380594.8465,4202808.051
380672.2079,4202755.288
380720.5076,4202751.624
380806.0054,4202681.118
380865.442,4202753.403
380770.4719,4202824.798
380719.5108,4202748.964
380707.6752,4202825.13
380650.7594,4202886.627
380607.9808,4202947.995
380580.4148,4202909.479
380718.2571,4201522.967
380796.7079,4201479.067
380773.974,4201547.21
380759.1259,4201609.699
380670.2282,4201669.818
380597.4713,4201709.819
380573.774,4201758.128
380568.8323,4201774.275
380482.0026,4201679.431
380427.3824,4201680.881
380457.7034,4201591.128
380393.0766,4201552.399
380393.2648,4201635.575
380387.2857,4201632.786
380302.5826,4201655.034
380348.7505,4201576.383
380420.95,4201626.712
380468.1263,4201592.958
380402.4412,4201672.975
380501.515,4201609.471
380514.6078,4201606.592
380566.6175,4201629.805
